contador; dataExecucaoComando01; timeStampExecucaoComando01; consumoCPU01; consumoCPU02; dataExecucaoComando02; timeStampExecucaoComando02; consumoMemoriaRAM; consumoSWAP
439;2025-02-10 19:55:16.034535;1739217316.034535;0.3;0.0;2025-02-10 19:55:16.190693;1739217316.190693;131560;0
440;2025-02-10 19:55:16.192988;1739217316.192988;0.3;0.0;2025-02-10 19:55:16.349207;1739217316.349207;131692;0
441;2025-02-10 19:55:16.351859;1739217316.351859;0.3;0.0;2025-02-10 19:55:16.508758;1739217316.508758;131684;0
442;2025-02-10 19:55:16.512245;1739217316.512245;0.3;0.0;2025-02-10 19:55:16.669181;1739217316.669181;131740;0
443;2025-02-10 19:55:16.671427;1739217316.671427;0.3;0.0;2025-02-10 19:55:16.827061;1739217316.827061;131708;0
444;2025-02-10 19:55:16.829522;1739217316.829522;0.3;0.0;2025-02-10 19:55:16.985565;1739217316.985565;131664;0
445;2025-02-10 19:55:16.987648;1739217316.987648;0.3;0.0;2025-02-10 19:55:17.143220;1739217317.14322;131708;0
446;2025-02-10 19:55:17.145952;1739217317.145952;0.3;0.0;2025-02-10 19:55:17.303432;1739217317.303432;131552;0
447;2025-02-10 19:55:17.305591;1739217317.305591;0.3;0.0;2025-02-10 19:55:17.461174;1739217317.461174;131664;0
448;2025-02-10 19:55:17.463880;1739217317.46388;0.3;0.0;2025-02-10 19:55:17.621194;1739217317.621194;131676;0
449;2025-02-10 19:55:17.623276;1739217317.623276;0.3;0.0;2025-02-10 19:55:17.779047;1739217317.779047;131684;0
450;2025-02-10 19:55:17.781479;1739217317.781479;0.3;0.0;2025-02-10 19:55:17.939953;1739217317.939953;131684;0
451;2025-02-10 19:55:17.942725;1739217317.942725;0.3;0.0;2025-02-10 19:55:18.099576;1739217318.099576;131684;0
452;2025-02-10 19:55:18.102058;1739217318.102058;0.3;0.0;2025-02-10 19:55:18.259429;1739217318.259429;131564;0
453;2025-02-10 19:55:18.261806;1739217318.261806;0.3;0.0;2025-02-10 19:55:18.418386;1739217318.418386;131684;0
454;2025-02-10 19:55:18.420946;1739217318.420946;0.3;0.0;2025-02-10 19:55:18.577519;1739217318.577519;131684;0
455;2025-02-10 19:55:18.580207;1739217318.580207;0.3;0.0;2025-02-10 19:55:18.736343;1739217318.736343;131792;0
456;2025-02-10 19:55:18.738559;1739217318.738559;0.3;0.0;2025-02-10 19:55:18.894881;1739217318.894881;131684;0
457;2025-02-10 19:55:18.897741;1739217318.897741;0.3;0.0;2025-02-10 19:55:19.054954;1739217319.054954;131640;0
458;2025-02-10 19:55:19.057191;1739217319.057191;0.3;0.0;2025-02-10 19:55:19.215449;1739217319.215449;131684;0
459;2025-02-10 19:55:19.217953;1739217319.217953;0.3;0.0;2025-02-10 19:55:19.373995;1739217319.373995;131560;0
460;2025-02-10 19:55:19.376113;1739217319.376113;0.3;0.0;2025-02-10 19:55:19.533343;1739217319.533343;131648;0
461;2025-02-10 19:55:19.535941;1739217319.535941;0.3;0.0;2025-02-10 19:55:19.693160;1739217319.69316;131700;0
462;2025-02-10 19:55:19.695375;1739217319.695375;0.3;0.0;2025-02-10 19:55:19.852498;1739217319.852498;131524;0
463;2025-02-10 19:55:19.854875;1739217319.854875;0.3;0.0;2025-02-10 19:55:20.011467;1739217320.011467;131656;0
464;2025-02-10 19:55:20.013991;1739217320.013991;0.3;0.0;2025-02-10 19:55:20.172573;1739217320.172573;131656;0
465;2025-02-10 19:55:20.175867;1739217320.175867;0.3;0.0;2025-02-10 19:55:20.333810;1739217320.33381;131556;0
466;2025-02-10 19:55:20.338360;1739217320.33836;0.3;0.0;2025-02-10 19:55:20.494705;1739217320.494705;131652;0
467;2025-02-10 19:55:20.498015;1739217320.498015;0.3;0.0;2025-02-10 19:55:20.655905;1739217320.655905;131720;0
468;2025-02-10 19:55:20.658459;1739217320.658459;0.3;0.0;2025-02-10 19:55:20.815526;1739217320.815526;131668;0
469;2025-02-10 19:55:20.818953;1739217320.818953;0.3;0.0;2025-02-10 19:55:20.976099;1739217320.976099;131712;0
470;2025-02-10 19:55:20.979409;1739217320.979409;0.3;0.0;2025-02-10 19:55:21.138339;1739217321.138339;131720;0
471;2025-02-10 19:55:21.141268;1739217321.141268;0.3;0.0;2025-02-10 19:55:21.297398;1739217321.297398;131676;0
472;2025-02-10 19:55:21.300410;1739217321.30041;0.3;0.0;2025-02-10 19:55:21.458333;1739217321.458333;131552;0
473;2025-02-10 19:55:21.462119;1739217321.462119;0.3;0.0;2025-02-10 19:55:21.620338;1739217321.620338;131696;0
474;2025-02-10 19:55:21.622888;1739217321.622888;0.3;0.0;2025-02-10 19:55:21.779659;1739217321.779659;131652;0
475;2025-02-10 19:55:21.783539;1739217321.783539;0.3;0.0;2025-02-10 19:55:21.941258;1739217321.941258;131704;0
476;2025-02-10 19:55:21.944171;1739217321.944171;0.3;0.0;2025-02-10 19:55:22.103429;1739217322.103429;131660;0
477;2025-02-10 19:55:22.107078;1739217322.107078;0.3;0.0;2025-02-10 19:55:22.264465;1739217322.264465;131696;0
478;2025-02-10 19:55:22.267740;1739217322.26774;0.3;0.0;2025-02-10 19:55:22.424013;1739217322.424013;131588;0
479;2025-02-10 19:55:22.426646;1739217322.426646;0.3;0.0;2025-02-10 19:55:22.584189;1739217322.584189;131660;0
480;2025-02-10 19:55:22.587879;1739217322.587879;0.3;0.0;2025-02-10 19:55:22.747196;1739217322.747196;131688;0
481;2025-02-10 19:55:22.750134;1739217322.750134;0.3;0.0;2025-02-10 19:55:22.907739;1739217322.907739;131688;0
482;2025-02-10 19:55:22.910865;1739217322.910865;0.3;0.0;2025-02-10 19:55:23.069057;1739217323.069057;131688;0
483;2025-02-10 19:55:23.071483;1739217323.071483;0.3;0.0;2025-02-10 19:55:23.227821;1739217323.227821;131644;0
484;2025-02-10 19:55:23.231085;1739217323.231085;0.3;0.0;2025-02-10 19:55:23.388456;1739217323.388456;131672;0
485;2025-02-10 19:55:23.390727;1739217323.390727;0.3;0.0;2025-02-10 19:55:23.547483;1739217323.547483;131512;0
486;2025-02-10 19:55:23.551323;1739217323.551323;0.3;0.0;2025-02-10 19:55:23.708753;1739217323.708753;131692;0
487;2025-02-10 19:55:23.711056;1739217323.711056;0.3;0.0;2025-02-10 19:55:23.867078;1739217323.867078;131648;0
488;2025-02-10 19:55:23.869715;1739217323.869715;0.3;0.0;2025-02-10 19:55:24.025451;1739217324.025451;131656;0
489;2025-02-10 19:55:24.028298;1739217324.028298;0.3;0.0;2025-02-10 19:55:24.185410;1739217324.18541;131640;0
490;2025-02-10 19:55:24.187699;1739217324.187699;0.3;0.0;2025-02-10 19:55:24.343873;1739217324.343873;131648;0
491;2025-02-10 19:55:24.346392;1739217324.346392;0.3;0.0;2025-02-10 19:55:24.503482;1739217324.503482;131684;0
492;2025-02-10 19:55:24.506203;1739217324.506203;0.3;0.0;2025-02-10 19:55:24.664027;1739217324.664027;131680;0
493;2025-02-10 19:55:24.666983;1739217324.666983;0.3;0.0;2025-02-10 19:55:24.823820;1739217324.82382;131680;0
494;2025-02-10 19:55:24.827295;1739217324.827295;0.3;0.0;2025-02-10 19:55:24.984205;1739217324.984205;131628;0
495;2025-02-10 19:55:24.986679;1739217324.986679;0.3;0.0;2025-02-10 19:55:25.143325;1739217325.143325;131504;0
496;2025-02-10 19:55:25.146516;1739217325.146516;0.3;0.0;2025-02-10 19:55:25.304457;1739217325.304457;131524;0
497;2025-02-10 19:55:25.307677;1739217325.307677;0.3;0.0;2025-02-10 19:55:25.464250;1739217325.46425;131628;0
498;2025-02-10 19:55:25.466830;1739217325.46683;0.3;0.0;2025-02-10 19:55:25.624310;1739217325.62431;131584;0
499;2025-02-10 19:55:25.628100;1739217325.6281;0.3;0.0;2025-02-10 19:55:25.786514;1739217325.786514;131704;0
500;2025-02-10 19:55:25.789516;1739217325.789516;0.3;0.0;2025-02-10 19:55:25.946022;1739217325.946022;131652;0
501;2025-02-10 19:55:25.949367;1739217325.949367;0.3;0.0;2025-02-10 19:55:26.105170;1739217326.10517;131588;0
502;2025-02-10 19:55:26.108029;1739217326.108029;0.3;0.0;2025-02-10 19:55:26.265114;1739217326.265114;131648;0
503;2025-02-10 19:55:26.267472;1739217326.267472;0.3;0.0;2025-02-10 19:55:26.423839;1739217326.423839;131648;0
504;2025-02-10 19:55:26.426600;1739217326.4266;0.3;0.0;2025-02-10 19:55:26.583836;1739217326.583836;131656;0
505;2025-02-10 19:55:26.586588;1739217326.586588;0.3;0.0;2025-02-10 19:55:26.742926;1739217326.742926;131664;0
506;2025-02-10 19:55:26.745356;1739217326.745356;0.3;0.0;2025-02-10 19:55:26.903676;1739217326.903676;131664;0
507;2025-02-10 19:55:26.906763;1739217326.906763;0.3;0.0;2025-02-10 19:55:27.064215;1739217327.064215;131708;0
508;2025-02-10 19:55:27.067261;1739217327.067261;0.3;0.0;2025-02-10 19:55:27.223356;1739217327.223356;131544;0
509;2025-02-10 19:55:27.226021;1739217327.226021;0.3;0.0;2025-02-10 19:55:27.383026;1739217327.383026;131664;0
510;2025-02-10 19:55:27.385866;1739217327.385866;0.3;0.0;2025-02-10 19:55:27.543632;1739217327.543632;131656;0
511;2025-02-10 19:55:27.546978;1739217327.546978;0.3;0.0;2025-02-10 19:55:27.704565;1739217327.704565;131600;0
512;2025-02-10 19:55:27.707680;1739217327.70768;0.3;0.0;2025-02-10 19:55:27.864900;1739217327.8649;131660;0
513;2025-02-10 19:55:27.868373;1739217327.868373;0.3;0.0;2025-02-10 19:55:28.026587;1739217328.026587;131652;0
514;2025-02-10 19:55:28.029787;1739217328.029787;0.3;0.0;2025-02-10 19:55:28.187220;1739217328.18722;131696;0
515;2025-02-10 19:55:28.190671;1739217328.190671;0.3;0.0;2025-02-10 19:55:28.347137;1739217328.347137;131688;0
516;2025-02-10 19:55:28.349920;1739217328.34992;0.3;0.0;2025-02-10 19:55:28.506079;1739217328.506079;131660;0
517;2025-02-10 19:55:28.509320;1739217328.50932;0.3;0.0;2025-02-10 19:55:28.666884;1739217328.666884;131680;0
518;2025-02-10 19:55:28.670718;1739217328.670718;0.3;0.0;2025-02-10 19:55:28.826919;1739217328.826919;131548;0
519;2025-02-10 19:55:28.829816;1739217328.829816;0.3;0.0;2025-02-10 19:55:28.986370;1739217328.98637;131672;0
520;2025-02-10 19:55:28.989528;1739217328.989528;0.3;0.0;2025-02-10 19:55:29.149111;1739217329.149111;131672;0
521;2025-02-10 19:55:29.152192;1739217329.152192;0.3;0.0;2025-02-10 19:55:29.310348;1739217329.310348;131680;0
522;2025-02-10 19:55:29.312988;1739217329.312988;0.3;0.0;2025-02-10 19:55:29.469997;1739217329.469997;131680;0
523;2025-02-10 19:55:29.472586;1739217329.472586;0.3;0.0;2025-02-10 19:55:29.629505;1739217329.629505;131676;0
524;2025-02-10 19:55:29.632738;1739217329.632738;0.3;0.0;2025-02-10 19:55:29.789666;1739217329.789666;131568;0
525;2025-02-10 19:55:29.793443;1739217329.793443;0.3;0.0;2025-02-10 19:55:29.951914;1739217329.951914;131632;0
526;2025-02-10 19:55:29.955157;1739217329.955157;0.3;0.0;2025-02-10 19:55:30.113909;1739217330.113909;131640;0
527;2025-02-10 19:55:30.116627;1739217330.116627;0.3;0.0;2025-02-10 19:55:30.275228;1739217330.275228;131676;0
528;2025-02-10 19:55:30.277962;1739217330.277962;0.3;0.0;2025-02-10 19:55:30.435173;1739217330.435173;131632;0
529;2025-02-10 19:55:30.437564;1739217330.437564;0.3;0.0;2025-02-10 19:55:30.594983;1739217330.594983;131640;0
530;2025-02-10 19:55:30.598176;1739217330.598176;0.3;0.0;2025-02-10 19:55:30.754013;1739217330.754013;131644;0
531;2025-02-10 19:55:30.756475;1739217330.756475;0.3;0.0;2025-02-10 19:55:30.912058;1739217330.912058;131636;0
532;2025-02-10 19:55:30.914666;1739217330.914666;0.3;0.0;2025-02-10 19:55:31.072432;1739217331.072432;131644;0
533;2025-02-10 19:55:31.075363;1739217331.075363;0.3;0.0;2025-02-10 19:55:31.232689;1739217331.232689;131636;0
534;2025-02-10 19:55:31.235487;1739217331.235487;0.3;0.0;2025-02-10 19:55:31.392185;1739217331.392185;131640;0
535;2025-02-10 19:55:31.394491;1739217331.394491;0.3;0.0;2025-02-10 19:55:31.550542;1739217331.550542;131648;0
536;2025-02-10 19:55:31.552942;1739217331.552942;0.3;0.0;2025-02-10 19:55:31.709802;1739217331.709802;131676;0
537;2025-02-10 19:55:31.712301;1739217331.712301;0.3;0.0;2025-02-10 19:55:31.870584;1739217331.870584;131584;0
538;2025-02-10 19:55:31.873436;1739217331.873436;0.3;0.0;2025-02-10 19:55:32.030028;1739217332.030028;131624;0
539;2025-02-10 19:55:32.032899;1739217332.032899;0.3;0.0;2025-02-10 19:55:32.189560;1739217332.18956;131632;0
540;2025-02-10 19:55:32.192314;1739217332.192314;0.3;0.0;2025-02-10 19:55:32.349840;1739217332.34984;131668;0
541;2025-02-10 19:55:32.352526;1739217332.352526;0.3;0.0;2025-02-10 19:55:32.508527;1739217332.508527;131676;0
542;2025-02-10 19:55:32.511149;1739217332.511149;0.3;0.0;2025-02-10 19:55:32.667544;1739217332.667544;131648;0
543;2025-02-10 19:55:32.670175;1739217332.670175;0.3;0.0;2025-02-10 19:55:32.826447;1739217332.826447;131648;0
544;2025-02-10 19:55:32.828917;1739217332.828917;0.3;0.0;2025-02-10 19:55:32.986070;1739217332.98607;131656;0
545;2025-02-10 19:55:32.989315;1739217332.989315;0.3;0.0;2025-02-10 19:55:33.145917;1739217333.145917;131648;0
546;2025-02-10 19:55:33.148411;1739217333.148411;0.3;0.0;2025-02-10 19:55:33.304360;1739217333.30436;131656;0
547;2025-02-10 19:55:33.308201;1739217333.308201;0.3;0.0;2025-02-10 19:55:33.465124;1739217333.465124;131596;0
548;2025-02-10 19:55:33.468757;1739217333.468757;0.3;0.0;2025-02-10 19:55:33.625683;1739217333.625683;131644;0
549;2025-02-10 19:55:33.628140;1739217333.62814;0.3;0.0;2025-02-10 19:55:33.784216;1739217333.784216;131652;0
550;2025-02-10 19:55:33.786651;1739217333.786651;0.3;0.0;2025-02-10 19:55:33.943541;1739217333.943541;131644;0
551;2025-02-10 19:55:33.946924;1739217333.946924;0.3;0.0;2025-02-10 19:55:34.103540;1739217334.10354;131680;0
552;2025-02-10 19:55:34.105903;1739217334.105903;0.3;0.0;2025-02-10 19:55:34.262325;1739217334.262325;131668;0
553;2025-02-10 19:55:34.264590;1739217334.26459;0.3;0.0;2025-02-10 19:55:34.420737;1739217334.420737;131656;0
554;2025-02-10 19:55:34.423211;1739217334.423211;0.3;0.0;2025-02-10 19:55:34.579866;1739217334.579866;131648;0
555;2025-02-10 19:55:34.582962;1739217334.582962;0.3;0.0;2025-02-10 19:55:34.740209;1739217334.740209;131648;0
556;2025-02-10 19:55:34.742626;1739217334.742626;0.3;0.0;2025-02-10 19:55:34.899299;1739217334.899299;131656;0
557;2025-02-10 19:55:34.901698;1739217334.901698;0.3;0.0;2025-02-10 19:55:35.057166;1739217335.057166;131644;0
558;2025-02-10 19:55:35.059759;1739217335.059759;0.3;0.0;2025-02-10 19:55:35.217534;1739217335.217534;131668;0
559;2025-02-10 19:55:35.220442;1739217335.220442;0.3;0.0;2025-02-10 19:55:35.376995;1739217335.376995;131668;0
560;2025-02-10 19:55:35.379505;1739217335.379505;0.3;0.0;2025-02-10 19:55:35.535887;1739217335.535887;131764;0
561;2025-02-10 19:55:35.538256;1739217335.538256;0.3;0.0;2025-02-10 19:55:35.694867;1739217335.694867;131652;0
562;2025-02-10 19:55:35.697333;1739217335.697333;0.3;0.0;2025-02-10 19:55:35.854395;1739217335.854395;131652;0
563;2025-02-10 19:55:35.856989;1739217335.856989;0.3;0.0;2025-02-10 19:55:36.013149;1739217336.013149;131652;0
564;2025-02-10 19:55:36.015830;1739217336.01583;0.3;0.0;2025-02-10 19:55:36.172134;1739217336.172134;131608;0
565;2025-02-10 19:55:36.174228;1739217336.174228;0.3;0.0;2025-02-10 19:55:36.330912;1739217336.330912;131608;0
566;2025-02-10 19:55:36.334310;1739217336.33431;0.3;0.0;2025-02-10 19:55:36.491264;1739217336.491264;131660;0
567;2025-02-10 19:55:36.494188;1739217336.494188;0.3;0.0;2025-02-10 19:55:36.652341;1739217336.652341;131660;0
568;2025-02-10 19:55:36.654690;1739217336.65469;0.3;0.0;2025-02-10 19:55:36.811505;1739217336.811505;131656;0
569;2025-02-10 19:55:36.814385;1739217336.814385;0.3;0.0;2025-02-10 19:55:36.971737;1739217336.971737;131648;0
570;2025-02-10 19:55:36.973960;1739217336.97396;0.3;0.0;2025-02-10 19:55:37.129918;1739217337.129918;131632;0
571;2025-02-10 19:55:37.132204;1739217337.132204;0.3;0.0;2025-02-10 19:55:37.288238;1739217337.288238;131652;0
572;2025-02-10 19:55:37.290696;1739217337.290696;0.3;0.0;2025-02-10 19:55:37.447457;1739217337.447457;131644;0
573;2025-02-10 19:55:37.450188;1739217337.450188;0.3;0.0;2025-02-10 19:55:37.607058;1739217337.607058;131656;0
574;2025-02-10 19:55:37.610155;1739217337.610155;0.3;0.0;2025-02-10 19:55:37.771008;1739217337.771008;131688;0
575;2025-02-10 19:55:37.774526;1739217337.774526;0.3;0.0;2025-02-10 19:55:37.931486;1739217337.931486;131668;0
576;2025-02-10 19:55:37.934259;1739217337.934259;0.3;0.0;2025-02-10 19:55:38.090861;1739217338.090861;131612;0
577;2025-02-10 19:55:38.092870;1739217338.09287;0.3;0.0;2025-02-10 19:55:38.249049;1739217338.249049;131608;0
578;2025-02-10 19:55:38.251381;1739217338.251381;0.3;0.0;2025-02-10 19:55:38.407375;1739217338.407375;131652;0
579;2025-02-10 19:55:38.410175;1739217338.410175;0.3;0.0;2025-02-10 19:55:38.567057;1739217338.567057;131660;0
580;2025-02-10 19:55:38.569504;1739217338.569504;0.3;0.0;2025-02-10 19:55:38.725676;1739217338.725676;131636;0
581;2025-02-10 19:55:38.728225;1739217338.728225;0.3;0.0;2025-02-10 19:55:38.885109;1739217338.885109;131652;0
582;2025-02-10 19:55:38.887367;1739217338.887367;0.3;0.0;2025-02-10 19:55:39.045188;1739217339.045188;131660;0
583;2025-02-10 19:55:39.049036;1739217339.049036;0.3;0.0;2025-02-10 19:55:39.206529;1739217339.206529;131748;0
584;2025-02-10 19:55:39.208999;1739217339.208999;0.3;0.0;2025-02-10 19:55:39.365347;1739217339.365347;131572;0
585;2025-02-10 19:55:39.367833;1739217339.367833;0.3;0.0;2025-02-10 19:55:39.523846;1739217339.523846;131640;0
586;2025-02-10 19:55:39.526617;1739217339.526617;0.3;0.0;2025-02-10 19:55:39.684435;1739217339.684435;131636;0
587;2025-02-10 19:55:39.686450;1739217339.68645;0.3;0.0;2025-02-10 19:55:39.842513;1739217339.842513;131640;0
588;2025-02-10 19:55:39.845091;1739217339.845091;0.3;0.0;2025-02-10 19:55:40.001523;1739217340.001523;131648;0
589;2025-02-10 19:55:40.004210;1739217340.00421;0.3;0.0;2025-02-10 19:55:40.160935;1739217340.160935;131596;0
