contador; dataExecucaoComando01; timeStampExecucaoComando01; consumoCPU01; consumoCPU02; dataExecucaoComando02; timeStampExecucaoComando02; consumoMemoriaRAM; consumoSWAP
219;2025-02-10 19:54:38.749210;1739217278.74921;0.3;0.0;2025-02-10 19:54:38.913754;1739217278.913754;131520;0
220;2025-02-10 19:54:38.919722;1739217278.919722;0.3;0.0;2025-02-10 19:54:39.081206;1739217279.081206;131620;0
221;2025-02-10 19:54:39.087052;1739217279.087052;0.3;0.0;2025-02-10 19:54:39.258023;1739217279.258023;131616;0
222;2025-02-10 19:54:39.262930;1739217279.26293;0.3;0.0;2025-02-10 19:54:39.428308;1739217279.428308;131636;0
223;2025-02-10 19:54:39.434168;1739217279.434168;0.3;0.0;2025-02-10 19:54:39.598330;1739217279.59833;131632;0
224;2025-02-10 19:54:39.604597;1739217279.604597;0.3;0.0;2025-02-10 19:54:39.768247;1739217279.768247;131616;0
225;2025-02-10 19:54:39.773866;1739217279.773866;0.3;0.0;2025-02-10 19:54:39.938777;1739217279.938777;131620;0
226;2025-02-10 19:54:39.943979;1739217279.943979;0.3;0.0;2025-02-10 19:54:40.111040;1739217280.11104;131764;0
227;2025-02-10 19:54:40.116260;1739217280.11626;0.3;0.0;2025-02-10 19:54:40.278400;1739217280.2784;131712;0
228;2025-02-10 19:54:40.283138;1739217280.283138;0.3;0.0;2025-02-10 19:54:40.446365;1739217280.446365;131740;0
229;2025-02-10 19:54:40.452458;1739217280.452458;0.3;0.0;2025-02-10 19:54:40.615757;1739217280.615757;131776;0
230;2025-02-10 19:54:40.620775;1739217280.620775;0.3;0.0;2025-02-10 19:54:40.783274;1739217280.783274;131848;0
231;2025-02-10 19:54:40.789642;1739217280.789642;0.3;0.0;2025-02-10 19:54:40.951395;1739217280.951395;131844;0
232;2025-02-10 19:54:40.957926;1739217280.957926;0.3;0.0;2025-02-10 19:54:41.123236;1739217281.123236;131912;0
233;2025-02-10 19:54:41.128181;1739217281.128181;0.3;0.0;2025-02-10 19:54:41.291240;1739217281.29124;131796;0
234;2025-02-10 19:54:41.296747;1739217281.296747;0.3;0.0;2025-02-10 19:54:41.461708;1739217281.461708;131888;0
235;2025-02-10 19:54:41.466925;1739217281.466925;0.3;0.0;2025-02-10 19:54:41.631010;1739217281.63101;131840;0
236;2025-02-10 19:54:41.635450;1739217281.63545;0.3;0.0;2025-02-10 19:54:41.800971;1739217281.800971;131672;0
237;2025-02-10 19:54:41.807143;1739217281.807143;0.3;0.0;2025-02-10 19:54:41.974781;1739217281.974781;131676;0
238;2025-02-10 19:54:41.979561;1739217281.979561;0.3;0.0;2025-02-10 19:54:42.144430;1739217282.14443;131696;0
239;2025-02-10 19:54:42.150755;1739217282.150755;0.3;0.0;2025-02-10 19:54:42.312295;1739217282.312295;131616;0
240;2025-02-10 19:54:42.318324;1739217282.318324;0.3;0.0;2025-02-10 19:54:42.482798;1739217282.482798;131800;0
241;2025-02-10 19:54:42.488890;1739217282.48889;0.3;0.0;2025-02-10 19:54:42.658708;1739217282.658708;131736;0
242;2025-02-10 19:54:42.663680;1739217282.66368;0.3;0.0;2025-02-10 19:54:42.835484;1739217282.835484;131712;0
243;2025-02-10 19:54:42.840807;1739217282.840807;0.3;0.0;2025-02-10 19:54:43.004226;1739217283.004226;131708;0
244;2025-02-10 19:54:43.009454;1739217283.009454;0.3;0.0;2025-02-10 19:54:43.184070;1739217283.18407;131616;0
245;2025-02-10 19:54:43.189809;1739217283.189809;0.3;0.0;2025-02-10 19:54:43.353693;1739217283.353693;131720;0
246;2025-02-10 19:54:43.360136;1739217283.360136;0.3;0.0;2025-02-10 19:54:43.525170;1739217283.52517;131664;0
247;2025-02-10 19:54:43.531654;1739217283.531654;0.3;0.0;2025-02-10 19:54:43.694571;1739217283.694571;131656;0
248;2025-02-10 19:54:43.699203;1739217283.699203;0.3;0.0;2025-02-10 19:54:43.864155;1739217283.864155;131716;0
249;2025-02-10 19:54:43.869585;1739217283.869585;0.3;0.0;2025-02-10 19:54:44.032731;1739217284.032731;131648;0
250;2025-02-10 19:54:44.038496;1739217284.038496;0.3;0.0;2025-02-10 19:54:44.204175;1739217284.204175;131532;0
251;2025-02-10 19:54:44.211651;1739217284.211651;0.3;0.0;2025-02-10 19:54:44.373963;1739217284.373963;131648;0
252;2025-02-10 19:54:44.378317;1739217284.378317;0.3;0.0;2025-02-10 19:54:44.543172;1739217284.543172;131696;0
253;2025-02-10 19:54:44.547785;1739217284.547785;0.3;0.0;2025-02-10 19:54:44.710061;1739217284.710061;131656;0
254;2025-02-10 19:54:44.714752;1739217284.714752;0.3;0.0;2025-02-10 19:54:44.878498;1739217284.878498;131684;0
255;2025-02-10 19:54:44.885655;1739217284.885655;0.3;0.0;2025-02-10 19:54:45.048637;1739217285.048637;131596;0
256;2025-02-10 19:54:45.054513;1739217285.054513;0.3;0.0;2025-02-10 19:54:45.217714;1739217285.217714;131592;0
257;2025-02-10 19:54:45.222363;1739217285.222363;0.3;0.0;2025-02-10 19:54:45.386524;1739217285.386524;131672;0
258;2025-02-10 19:54:45.390637;1739217285.390637;0.3;0.0;2025-02-10 19:54:45.554877;1739217285.554877;131576;0
259;2025-02-10 19:54:45.560720;1739217285.56072;0.3;0.0;2025-02-10 19:54:45.723981;1739217285.723981;131612;0
260;2025-02-10 19:54:45.745589;1739217285.745589;0.3;0.0;2025-02-10 19:54:45.910269;1739217285.910269;131732;0
261;2025-02-10 19:54:45.915586;1739217285.915586;0.3;0.0;2025-02-10 19:54:46.080206;1739217286.080206;131572;0
262;2025-02-10 19:54:46.085022;1739217286.085022;0.3;0.0;2025-02-10 19:54:46.248241;1739217286.248241;131608;0
263;2025-02-10 19:54:46.255344;1739217286.255344;0.3;0.0;2025-02-10 19:54:46.423197;1739217286.423197;131816;0
264;2025-02-10 19:54:46.430195;1739217286.430195;0.3;0.0;2025-02-10 19:54:46.594308;1739217286.594308;131812;0
265;2025-02-10 19:54:46.599172;1739217286.599172;0.3;0.0;2025-02-10 19:54:46.762624;1739217286.762624;131840;0
266;2025-02-10 19:54:46.768355;1739217286.768355;0.3;0.0;2025-02-10 19:54:46.930329;1739217286.930329;131656;0
267;2025-02-10 19:54:46.934814;1739217286.934814;0.3;0.0;2025-02-10 19:54:47.098475;1739217287.098475;131740;0
268;2025-02-10 19:54:47.104557;1739217287.104557;0.3;0.0;2025-02-10 19:54:47.267370;1739217287.26737;131788;0
269;2025-02-10 19:54:47.272576;1739217287.272576;0.3;0.0;2025-02-10 19:54:47.436835;1739217287.436835;131848;0
270;2025-02-10 19:54:47.443338;1739217287.443338;0.3;0.0;2025-02-10 19:54:47.606668;1739217287.606668;131884;0
271;2025-02-10 19:54:47.611819;1739217287.611819;0.3;0.0;2025-02-10 19:54:47.775073;1739217287.775073;131796;0
272;2025-02-10 19:54:47.779613;1739217287.779613;0.3;0.0;2025-02-10 19:54:47.941940;1739217287.94194;131760;0
273;2025-02-10 19:54:47.946566;1739217287.946566;0.3;0.0;2025-02-10 19:54:48.119360;1739217288.11936;131756;0
274;2025-02-10 19:54:48.125056;1739217288.125056;0.3;0.0;2025-02-10 19:54:48.289602;1739217288.289602;131656;0
275;2025-02-10 19:54:48.295424;1739217288.295424;0.3;0.0;2025-02-10 19:54:48.459029;1739217288.459029;131592;0
276;2025-02-10 19:54:48.464494;1739217288.464494;0.3;0.0;2025-02-10 19:54:48.628019;1739217288.628019;131716;0
277;2025-02-10 19:54:48.633400;1739217288.6334;0.3;0.0;2025-02-10 19:54:48.799146;1739217288.799146;131684;0
278;2025-02-10 19:54:48.805468;1739217288.805468;0.3;0.0;2025-02-10 19:54:48.968926;1739217288.968926;131600;0
279;2025-02-10 19:54:48.974315;1739217288.974315;0.3;0.0;2025-02-10 19:54:49.136980;1739217289.13698;131780;0
280;2025-02-10 19:54:49.141786;1739217289.141786;0.3;0.0;2025-02-10 19:54:49.303921;1739217289.303921;131716;0
281;2025-02-10 19:54:49.309568;1739217289.309568;0.3;0.0;2025-02-10 19:54:49.473198;1739217289.473198;131644;0
282;2025-02-10 19:54:49.477549;1739217289.477549;0.3;0.0;2025-02-10 19:54:49.643146;1739217289.643146;131668;0
283;2025-02-10 19:54:49.648808;1739217289.648808;0.3;0.0;2025-02-10 19:54:49.815257;1739217289.815257;131700;0
284;2025-02-10 19:54:49.820627;1739217289.820627;0.3;0.0;2025-02-10 19:54:49.993230;1739217289.99323;131584;0
285;2025-02-10 19:54:49.998610;1739217289.99861;0.3;0.0;2025-02-10 19:54:50.163960;1739217290.16396;131652;0
286;2025-02-10 19:54:50.169916;1739217290.169916;0.3;0.0;2025-02-10 19:54:50.335018;1739217290.335018;131720;0
287;2025-02-10 19:54:50.340248;1739217290.340248;0.3;0.0;2025-02-10 19:54:50.503777;1739217290.503777;131632;0
288;2025-02-10 19:54:50.508448;1739217290.508448;0.3;0.0;2025-02-10 19:54:50.672656;1739217290.672656;131700;0
289;2025-02-10 19:54:50.677518;1739217290.677518;0.3;0.0;2025-02-10 19:54:50.841696;1739217290.841696;131664;0
290;2025-02-10 19:54:50.847103;1739217290.847103;0.3;0.0;2025-02-10 19:54:51.012898;1739217291.012898;131536;0
291;2025-02-10 19:54:51.018746;1739217291.018746;0.3;0.0;2025-02-10 19:54:51.180555;1739217291.180555;131620;0
292;2025-02-10 19:54:51.186230;1739217291.18623;0.3;0.0;2025-02-10 19:54:51.350266;1739217291.350266;131648;0
293;2025-02-10 19:54:51.357006;1739217291.357006;0.3;0.0;2025-02-10 19:54:51.521740;1739217291.52174;131648;0
294;2025-02-10 19:54:51.527871;1739217291.527871;0.3;0.0;2025-02-10 19:54:51.693634;1739217291.693634;131520;0
295;2025-02-10 19:54:51.698384;1739217291.698384;0.3;0.0;2025-02-10 19:54:51.861757;1739217291.861757;131564;0
296;2025-02-10 19:54:51.867944;1739217291.867944;0.3;0.0;2025-02-10 19:54:52.030300;1739217292.0303;131624;0
297;2025-02-10 19:54:52.035733;1739217292.035733;0.3;0.0;2025-02-10 19:54:52.196412;1739217292.196412;131620;0
298;2025-02-10 19:54:52.202497;1739217292.202497;0.3;0.0;2025-02-10 19:54:52.364136;1739217292.364136;131656;0
299;2025-02-10 19:54:52.368544;1739217292.368544;0.3;0.0;2025-02-10 19:54:52.531280;1739217292.53128;131672;0
300;2025-02-10 19:54:52.536023;1739217292.536023;0.3;0.0;2025-02-10 19:54:52.697813;1739217292.697813;131596;0
301;2025-02-10 19:54:52.702799;1739217292.702799;0.3;0.0;2025-02-10 19:54:52.864271;1739217292.864271;131592;0
302;2025-02-10 19:54:52.868523;1739217292.868523;0.3;0.0;2025-02-10 19:54:53.030061;1739217293.030061;131688;0
303;2025-02-10 19:54:53.034726;1739217293.034726;0.3;0.0;2025-02-10 19:54:53.198547;1739217293.198547;131608;0
304;2025-02-10 19:54:53.206049;1739217293.206049;0.3;0.0;2025-02-10 19:54:53.369523;1739217293.369523;131628;0
305;2025-02-10 19:54:53.374218;1739217293.374218;0.3;0.0;2025-02-10 19:54:53.540277;1739217293.540277;131784;0
306;2025-02-10 19:54:53.544637;1739217293.544637;0.3;0.0;2025-02-10 19:54:53.706280;1739217293.70628;131668;0
307;2025-02-10 19:54:53.711758;1739217293.711758;0.3;0.0;2025-02-10 19:54:53.877980;1739217293.87798;131736;0
308;2025-02-10 19:54:53.883540;1739217293.88354;0.3;0.0;2025-02-10 19:54:54.046978;1739217294.046978;131816;0
309;2025-02-10 19:54:54.052167;1739217294.052167;0.3;0.0;2025-02-10 19:54:54.218433;1739217294.218433;131624;0
310;2025-02-10 19:54:54.231268;1739217294.231268;0.3;0.0;2025-02-10 19:54:54.395780;1739217294.39578;131748;0
311;2025-02-10 19:54:54.400608;1739217294.400608;0.3;0.0;2025-02-10 19:54:54.561807;1739217294.561807;131840;0
312;2025-02-10 19:54:54.569972;1739217294.569972;0.3;0.0;2025-02-10 19:54:54.734061;1739217294.734061;131704;0
313;2025-02-10 19:54:54.738987;1739217294.738987;0.3;0.0;2025-02-10 19:54:54.904126;1739217294.904126;131864;0
314;2025-02-10 19:54:54.910312;1739217294.910312;0.3;0.0;2025-02-10 19:54:55.073252;1739217295.073252;131796;0
315;2025-02-10 19:54:55.078278;1739217295.078278;0.3;0.0;2025-02-10 19:54:55.240978;1739217295.240978;131888;0
316;2025-02-10 19:54:55.250375;1739217295.250375;0.3;0.0;2025-02-10 19:54:55.412898;1739217295.412898;131844;0
317;2025-02-10 19:54:55.418090;1739217295.41809;0.3;0.0;2025-02-10 19:54:55.581739;1739217295.581739;131776;0
318;2025-02-10 19:54:55.586439;1739217295.586439;0.3;0.0;2025-02-10 19:54:55.748335;1739217295.748335;131816;0
319;2025-02-10 19:54:55.753860;1739217295.75386;0.3;0.0;2025-02-10 19:54:55.917220;1739217295.91722;131720;0
320;2025-02-10 19:54:55.922263;1739217295.922263;0.3;0.0;2025-02-10 19:54:56.086603;1739217296.086603;131740;0
321;2025-02-10 19:54:56.091272;1739217296.091272;0.3;0.0;2025-02-10 19:54:56.255889;1739217296.255889;131612;0
322;2025-02-10 19:54:56.261731;1739217296.261731;0.3;0.0;2025-02-10 19:54:56.424782;1739217296.424782;131584;0
323;2025-02-10 19:54:56.428321;1739217296.428321;0.3;0.0;2025-02-10 19:54:56.591682;1739217296.591682;131636;0
324;2025-02-10 19:54:56.597074;1739217296.597074;0.3;0.0;2025-02-10 19:54:56.768410;1739217296.76841;131516;0
325;2025-02-10 19:54:56.774433;1739217296.774433;0.3;0.0;2025-02-10 19:54:56.945673;1739217296.945673;131532;0
326;2025-02-10 19:54:56.950782;1739217296.950782;0.3;0.0;2025-02-10 19:54:57.115001;1739217297.115001;131540;0
327;2025-02-10 19:54:57.123056;1739217297.123056;0.3;0.0;2025-02-10 19:54:57.287255;1739217297.287255;131624;0
328;2025-02-10 19:54:57.292405;1739217297.292405;0.3;0.0;2025-02-10 19:54:57.458380;1739217297.45838;131524;0
329;2025-02-10 19:54:57.462685;1739217297.462685;0.3;0.0;2025-02-10 19:54:57.626205;1739217297.626205;131588;0
330;2025-02-10 19:54:57.632975;1739217297.632975;0.3;0.0;2025-02-10 19:54:57.797017;1739217297.797017;131592;0
331;2025-02-10 19:54:57.803102;1739217297.803102;0.3;0.0;2025-02-10 19:54:57.964942;1739217297.964942;131520;0
332;2025-02-10 19:54:57.970780;1739217297.97078;0.3;0.0;2025-02-10 19:54:58.136941;1739217298.136941;131676;0
333;2025-02-10 19:54:58.141957;1739217298.141957;0.3;0.0;2025-02-10 19:54:58.304377;1739217298.304377;131592;0
334;2025-02-10 19:54:58.310249;1739217298.310249;0.3;0.0;2025-02-10 19:54:58.472648;1739217298.472648;131580;0
335;2025-02-10 19:54:58.478501;1739217298.478501;0.3;0.0;2025-02-10 19:54:58.643139;1739217298.643139;131564;0
336;2025-02-10 19:54:58.650651;1739217298.650651;0.3;0.0;2025-02-10 19:54:58.821632;1739217298.821632;131592;0
337;2025-02-10 19:54:58.828991;1739217298.828991;0.3;0.0;2025-02-10 19:54:58.991371;1739217298.991371;131644;0
338;2025-02-10 19:54:58.997018;1739217298.997018;0.3;0.0;2025-02-10 19:54:59.159002;1739217299.159002;131636;0
339;2025-02-10 19:54:59.166777;1739217299.166777;0.3;0.0;2025-02-10 19:54:59.330270;1739217299.33027;131652;0
340;2025-02-10 19:54:59.335532;1739217299.335532;0.3;0.0;2025-02-10 19:54:59.498566;1739217299.498566;131668;0
341;2025-02-10 19:54:59.503022;1739217299.503022;0.3;0.0;2025-02-10 19:54:59.664586;1739217299.664586;131548;0
342;2025-02-10 19:54:59.671286;1739217299.671286;0.3;0.0;2025-02-10 19:54:59.835819;1739217299.835819;131600;0
343;2025-02-10 19:54:59.840970;1739217299.84097;0.3;0.0;2025-02-10 19:55:00.003767;1739217300.003767;131672;0
344;2025-02-10 19:55:00.009799;1739217300.009799;0.3;0.0;2025-02-10 19:55:00.173201;1739217300.173201;131720;0
345;2025-02-10 19:55:00.180553;1739217300.180553;0.3;0.0;2025-02-10 19:55:00.345710;1739217300.34571;131748;0
346;2025-02-10 19:55:00.350750;1739217300.35075;0.3;0.0;2025-02-10 19:55:00.514259;1739217300.514259;131680;0
347;2025-02-10 19:55:00.519632;1739217300.519632;0.3;0.0;2025-02-10 19:55:00.682222;1739217300.682222;131536;0
348;2025-02-10 19:55:00.687629;1739217300.687629;0.3;0.0;2025-02-10 19:55:00.853553;1739217300.853553;131572;0
349;2025-02-10 19:55:00.860119;1739217300.860119;0.3;0.0;2025-02-10 19:55:01.022891;1739217301.022891;131568;0
350;2025-02-10 19:55:01.035768;1739217301.035768;0.3;0.0;2025-02-10 19:55:01.199763;1739217301.199763;131744;0
351;2025-02-10 19:55:01.204983;1739217301.204983;0.3;0.0;2025-02-10 19:55:01.367697;1739217301.367697;131740;0
352;2025-02-10 19:55:01.373554;1739217301.373554;0.3;0.0;2025-02-10 19:55:01.535028;1739217301.535028;131612;0
353;2025-02-10 19:55:01.539640;1739217301.53964;0.3;0.0;2025-02-10 19:55:01.703823;1739217301.703823;131604;0
354;2025-02-10 19:55:01.709021;1739217301.709021;0.3;0.0;2025-02-10 19:55:01.874056;1739217301.874056;131632;0
355;2025-02-10 19:55:01.879019;1739217301.879019;0.3;0.0;2025-02-10 19:55:02.045243;1739217302.045243;131596;0
356;2025-02-10 19:55:02.050788;1739217302.050788;0.3;0.0;2025-02-10 19:55:02.212321;1739217302.212321;131648;0
357;2025-02-10 19:55:02.217962;1739217302.217962;0.3;0.0;2025-02-10 19:55:02.380131;1739217302.380131;131576;0
358;2025-02-10 19:55:02.385601;1739217302.385601;0.3;0.0;2025-02-10 19:55:02.550851;1739217302.550851;131572;0
359;2025-02-10 19:55:02.557903;1739217302.557903;0.3;0.0;2025-02-10 19:55:02.721219;1739217302.721219;131736;0
360;2025-02-10 19:55:02.727053;1739217302.727053;0.3;0.0;2025-02-10 19:55:02.891705;1739217302.891705;131596;0
361;2025-02-10 19:55:02.896237;1739217302.896237;0.3;0.0;2025-02-10 19:55:03.058541;1739217303.058541;131628;0
362;2025-02-10 19:55:03.064069;1739217303.064069;0.3;0.0;2025-02-10 19:55:03.226056;1739217303.226056;131592;0
363;2025-02-10 19:55:03.231922;1739217303.231922;0.3;0.0;2025-02-10 19:55:03.400418;1739217303.400418;131596;0
364;2025-02-10 19:55:03.405264;1739217303.405264;0.3;0.0;2025-02-10 19:55:03.568315;1739217303.568315;131600;0
365;2025-02-10 19:55:03.574671;1739217303.574671;0.3;0.0;2025-02-10 19:55:03.737783;1739217303.737783;131640;0
366;2025-02-10 19:55:03.746719;1739217303.746719;0.3;0.0;2025-02-10 19:55:03.913974;1739217303.913974;131676;0
367;2025-02-10 19:55:03.919161;1739217303.919161;0.3;0.0;2025-02-10 19:55:04.082494;1739217304.082494;131608;0
368;2025-02-10 19:55:04.087676;1739217304.087676;0.3;0.0;2025-02-10 19:55:04.252571;1739217304.252571;131660;0
369;2025-02-10 19:55:04.257360;1739217304.25736;0.3;0.0;2025-02-10 19:55:04.420691;1739217304.420691;131656;0
370;2025-02-10 19:55:04.426548;1739217304.426548;0.3;0.0;2025-02-10 19:55:04.588064;1739217304.588064;131684;0
371;2025-02-10 19:55:04.595255;1739217304.595255;0.3;0.0;2025-02-10 19:55:04.760594;1739217304.760594;131632;0
372;2025-02-10 19:55:04.764865;1739217304.764865;0.3;0.0;2025-02-10 19:55:04.929047;1739217304.929047;131636;0
373;2025-02-10 19:55:04.934511;1739217304.934511;0.3;0.0;2025-02-10 19:55:05.101352;1739217305.101352;131812;0
374;2025-02-10 19:55:05.107402;1739217305.107402;0.3;0.0;2025-02-10 19:55:05.270641;1739217305.270641;131780;0
375;2025-02-10 19:55:05.275227;1739217305.275227;0.3;0.0;2025-02-10 19:55:05.438579;1739217305.438579;131780;0
376;2025-02-10 19:55:05.442808;1739217305.442808;0.3;0.0;2025-02-10 19:55:05.608344;1739217305.608344;131776;0
377;2025-02-10 19:55:05.613658;1739217305.613658;0.3;0.0;2025-02-10 19:55:05.777213;1739217305.777213;131804;0
378;2025-02-10 19:55:05.782999;1739217305.782999;0.3;0.0;2025-02-10 19:55:05.944941;1739217305.944941;131740;0
379;2025-02-10 19:55:05.952421;1739217305.952421;0.3;0.0;2025-02-10 19:55:06.117798;1739217306.117798;131724;0
380;2025-02-10 19:55:06.124095;1739217306.124095;0.3;0.0;2025-02-10 19:55:06.288617;1739217306.288617;131816;0
381;2025-02-10 19:55:06.293935;1739217306.293935;0.3;0.0;2025-02-10 19:55:06.456225;1739217306.456225;131752;0
382;2025-02-10 19:55:06.460282;1739217306.460282;0.3;0.0;2025-02-10 19:55:06.622750;1739217306.62275;131592;0
383;2025-02-10 19:55:06.627589;1739217306.627589;0.3;0.0;2025-02-10 19:55:06.792057;1739217306.792057;131620;0
384;2025-02-10 19:55:06.802810;1739217306.80281;0.3;0.0;2025-02-10 19:55:06.968214;1739217306.968214;131552;0
385;2025-02-10 19:55:06.972927;1739217306.972927;0.3;0.0;2025-02-10 19:55:07.134418;1739217307.134418;131704;0
386;2025-02-10 19:55:07.140584;1739217307.140584;0.3;0.0;2025-02-10 19:55:07.304045;1739217307.304045;131520;0
387;2025-02-10 19:55:07.312717;1739217307.312717;0.3;0.0;2025-02-10 19:55:07.475263;1739217307.475263;131572;0
388;2025-02-10 19:55:07.481336;1739217307.481336;0.3;0.0;2025-02-10 19:55:07.644126;1739217307.644126;131676;0
389;2025-02-10 19:55:07.650107;1739217307.650107;0.3;0.0;2025-02-10 19:55:07.812749;1739217307.812749;131640;0
390;2025-02-10 19:55:07.817328;1739217307.817328;0.3;0.0;2025-02-10 19:55:07.978705;1739217307.978705;131628;0
391;2025-02-10 19:55:07.983858;1739217307.983858;0.3;0.0;2025-02-10 19:55:08.148185;1739217308.148185;131624;0
392;2025-02-10 19:55:08.154277;1739217308.154277;0.3;0.0;2025-02-10 19:55:08.320142;1739217308.320142;131716;0
393;2025-02-10 19:55:08.325630;1739217308.32563;0.3;0.0;2025-02-10 19:55:08.489133;1739217308.489133;131688;0
394;2025-02-10 19:55:08.494094;1739217308.494094;0.3;0.0;2025-02-10 19:55:08.656871;1739217308.656871;131608;0
395;2025-02-10 19:55:08.661525;1739217308.661525;0.3;0.0;2025-02-10 19:55:08.824757;1739217308.824757;131604;0
396;2025-02-10 19:55:08.831068;1739217308.831068;0.3;0.0;2025-02-10 19:55:09.004560;1739217309.00456;131632;0
397;2025-02-10 19:55:09.010262;1739217309.010262;0.3;0.0;2025-02-10 19:55:09.173822;1739217309.173822;131568;0
398;2025-02-10 19:55:09.179523;1739217309.179523;0.3;0.0;2025-02-10 19:55:09.345701;1739217309.345701;131664;0
399;2025-02-10 19:55:09.350901;1739217309.350901;0.3;0.0;2025-02-10 19:55:09.514661;1739217309.514661;131636;0
400;2025-02-10 19:55:09.523173;1739217309.523173;0.3;0.0;2025-02-10 19:55:09.686411;1739217309.686411;131640;0
401;2025-02-10 19:55:09.691258;1739217309.691258;0.3;0.0;2025-02-10 19:55:09.856238;1739217309.856238;131628;0
402;2025-02-10 19:55:09.860444;1739217309.860444;0.3;0.0;2025-02-10 19:55:10.023820;1739217310.02382;131616;0
403;2025-02-10 19:55:10.029807;1739217310.029807;0.3;0.0;2025-02-10 19:55:10.191944;1739217310.191944;131620;0
404;2025-02-10 19:55:10.197739;1739217310.197739;0.3;0.0;2025-02-10 19:55:10.364358;1739217310.364358;131540;0
405;2025-02-10 19:55:10.369131;1739217310.369131;0.3;0.0;2025-02-10 19:55:10.533636;1739217310.533636;131632;0
406;2025-02-10 19:55:10.541696;1739217310.541696;0.3;0.0;2025-02-10 19:55:10.708264;1739217310.708264;131648;0
407;2025-02-10 19:55:10.714902;1739217310.714902;0.3;0.0;2025-02-10 19:55:10.888879;1739217310.888879;131664;0
408;2025-02-10 19:55:10.902867;1739217310.902867;0.3;0.0;2025-02-10 19:55:11.064438;1739217311.064438;131652;0
409;2025-02-10 19:55:11.070973;1739217311.070973;0.3;0.0;2025-02-10 19:55:11.233772;1739217311.233772;131688;0
410;2025-02-10 19:55:11.238418;1739217311.238418;0.3;0.0;2025-02-10 19:55:11.403586;1739217311.403586;131716;0
411;2025-02-10 19:55:11.409336;1739217311.409336;0.3;0.0;2025-02-10 19:55:11.573776;1739217311.573776;131680;0
412;2025-02-10 19:55:11.579067;1739217311.579067;0.3;0.0;2025-02-10 19:55:11.742562;1739217311.742562;131712;0
413;2025-02-10 19:55:11.747813;1739217311.747813;0.3;0.0;2025-02-10 19:55:11.910049;1739217311.910049;131576;0
414;2025-02-10 19:55:11.917259;1739217311.917259;0.3;0.0;2025-02-10 19:55:12.080951;1739217312.080951;131696;0
415;2025-02-10 19:55:12.085911;1739217312.085911;0.3;0.0;2025-02-10 19:55:12.248578;1739217312.248578;131692;0
416;2025-02-10 19:55:12.253957;1739217312.253957;0.3;0.0;2025-02-10 19:55:12.414786;1739217312.414786;131492;0
417;2025-02-10 19:55:12.421843;1739217312.421843;0.3;0.0;2025-02-10 19:55:12.586093;1739217312.586093;131660;0
418;2025-02-10 19:55:12.593061;1739217312.593061;0.3;0.0;2025-02-10 19:55:12.758423;1739217312.758423;131680;0
419;2025-02-10 19:55:12.763876;1739217312.763876;0.3;0.0;2025-02-10 19:55:12.928199;1739217312.928199;131636;0
420;2025-02-10 19:55:12.935881;1739217312.935881;0.3;0.0;2025-02-10 19:55:13.097105;1739217313.097105;131700;0
421;2025-02-10 19:55:13.102433;1739217313.102433;0.3;0.0;2025-02-10 19:55:13.266501;1739217313.266501;131688;0
422;2025-02-10 19:55:13.272334;1739217313.272334;0.3;0.0;2025-02-10 19:55:13.432615;1739217313.432615;131764;0
423;2025-02-10 19:55:13.437178;1739217313.437178;0.3;0.0;2025-02-10 19:55:13.602375;1739217313.602375;131660;0
424;2025-02-10 19:55:13.610771;1739217313.610771;0.3;0.0;2025-02-10 19:55:13.772956;1739217313.772956;131724;0
425;2025-02-10 19:55:13.777776;1739217313.777776;0.3;0.0;2025-02-10 19:55:13.937171;1739217313.937171;131724;0
426;2025-02-10 19:55:13.941226;1739217313.941226;0.3;0.0;2025-02-10 19:55:14.101501;1739217314.101501;131600;0
427;2025-02-10 19:55:14.105763;1739217314.105763;0.3;0.0;2025-02-10 19:55:14.266671;1739217314.266671;131724;0
428;2025-02-10 19:55:14.271099;1739217314.271099;0.3;0.0;2025-02-10 19:55:14.430849;1739217314.430849;131680;0
429;2025-02-10 19:55:14.434546;1739217314.434546;0.3;0.0;2025-02-10 19:55:14.594129;1739217314.594129;131576;0
430;2025-02-10 19:55:14.597509;1739217314.597509;0.3;0.0;2025-02-10 19:55:14.761212;1739217314.761212;131716;0
431;2025-02-10 19:55:14.763946;1739217314.763946;0.3;0.0;2025-02-10 19:55:14.922038;1739217314.922038;131680;0
432;2025-02-10 19:55:14.925444;1739217314.925444;0.3;0.0;2025-02-10 19:55:15.082016;1739217315.082016;131608;0
433;2025-02-10 19:55:15.084458;1739217315.084458;0.3;0.0;2025-02-10 19:55:15.240644;1739217315.240644;131672;0
434;2025-02-10 19:55:15.243201;1739217315.243201;0.3;0.0;2025-02-10 19:55:15.400051;1739217315.400051;131680;0
435;2025-02-10 19:55:15.402214;1739217315.402214;0.3;0.0;2025-02-10 19:55:15.558031;1739217315.558031;131680;0
436;2025-02-10 19:55:15.560856;1739217315.560856;0.3;0.0;2025-02-10 19:55:15.716940;1739217315.71694;131692;0
437;2025-02-10 19:55:15.719077;1739217315.719077;0.3;0.0;2025-02-10 19:55:15.874781;1739217315.874781;131692;0
438;2025-02-10 19:55:15.876729;1739217315.876729;0.3;0.0;2025-02-10 19:55:16.031962;1739217316.031962;131684;0
